"CustomerID,Recency,Frequency,Monetary,R_score,F_bin,F_score,R_bin,M_bin,M_score,RFM_score,Segment,Churn_Risk,Avg_Order_Value,Purchase_Frequency,CLV,Return_Value"
"12346.0,619.0,12,77556.46,1,""(7.0, 391.0]"",3,""(435.0, 1063.0]"",""(2282.955, 597336.11]"",4,8,Loyal,1,6463.038333333334,12,77556.46,77621.14"
"12347.0,96.0,7,5408.5,3,""(3.0, 7.0]"",2,""(69.75, 219.0]"",""(2282.955, 597336.11]"",4,9,Loyal,1,772.6428571428571,7,5408.5,0.0"
"12348.0,221.0,5,2019.4,2,""(3.0, 7.0]"",2,""(219.0, 435.0]"",""(882.47, 2282.955]"",3,7,Loyal,1,403.88,5,2019.4,0.0"
"12349.0,,4,4428.69,5,""(3.0, 7.0]"",2,,""(2282.955, 597336.11]"",4,11,Champions,0,1107.1725,4,4428.69,24.15"
"12350.0,312.0,1,334.4,2,""(0.999, 3.0]"",1,""(219.0, 435.0]"",""(-0.001, 344.0]"",1,4,Lost,1,334.4,1,334.4,0.0"
"12351.0,,1,300.93,5,""(0.999, 3.0]"",1,,""(-0.001, 344.0]"",1,7,Loyal,0,300.93,1,300.93,0.0"
"12352.0,275.0,10,2849.84,2,""(7.0, 391.0]"",3,""(219.0, 435.0]"",""(2282.955, 597336.11]"",4,9,Loyal,1,284.98400000000004,10,2849.84,960.63"
"12353.0,,2,406.76,5,""(0.999, 3.0]"",1,,""(344.0, 882.47]"",2,8,Loyal,0,203.38,2,406.76,0.0"
"12354.0,,1,1079.4,5,""(0.999, 3.0]"",1,,""(882.47, 2282.955]"",3,9,Loyal,0,1079.4,1,1079.4,0.0"
"12355.0,97.0,2,947.61,3,""(0.999, 3.0]"",1,""(69.75, 219.0]"",""(882.47, 2282.955]"",3,7,Loyal,1,473.805,2,947.61,0.0"
"12356.0,129.0,6,6373.68,3,""(3.0, 7.0]"",2,""(69.75, 219.0]"",""(2282.955, 597336.11]"",4,9,Loyal,1,1062.28,6,6373.68,0.0"
"12357.0,183.0,3,18287.66,3,""(0.999, 3.0]"",1,""(69.75, 219.0]"",""(2282.955, 597336.11]"",4,8,Loyal,1,6095.886666666666,3,18287.66,0.0"
"12358.0,4.0,4,3203.87,4,""(3.0, 7.0]"",2,""(0.999, 69.75]"",""(2282.955, 597336.11]"",4,10,Champions,0,800.9675,4,3203.87,0.0"
"12359.0,10.0,10,8935.94,4,""(7.0, 391.0]"",3,""(0.999, 69.75]"",""(2282.955, 597336.11]"",4,11,Champions,0,893.594,10,8935.94,221.05"
"12360.0,365.0,8,4252.89,2,""(7.0, 391.0]"",3,""(219.0, 435.0]"",""(2282.955, 597336.11]"",4,9,Loyal,1,531.61125,8,4252.89,40.0"
"12361.0,462.0,4,511.25,1,""(3.0, 7.0]"",2,""(435.0, 1063.0]"",""(344.0, 882.47]"",2,5,At Risk,1,127.8125,4,511.25,0.0"
"12362.0,31.0,10,4827.19,4,""(7.0, 391.0]"",3,""(0.999, 69.75]"",""(2282.955, 597336.11]"",4,11,Champions,0,482.71899999999994,10,4827.19,71.65"
"12363.0,37.0,2,552.0,4,""(0.999, 3.0]"",1,""(0.999, 69.75]"",""(344.0, 882.47]"",2,7,Loyal,0,276.0,2,552.0,0.0"
"12364.0,302.0,4,1313.1,2,""(3.0, 7.0]"",2,""(219.0, 435.0]"",""(882.47, 2282.955]"",3,7,Loyal,1,328.275,4,1313.1,0.0"
"12365.0,,2,641.38,5,""(0.999, 3.0]"",1,,""(344.0, 882.47]"",2,8,Loyal,0,320.69,2,641.38,320.69"
"12366.0,,1,500.24,5,""(0.999, 3.0]"",1,,""(344.0, 882.47]"",2,8,Loyal,0,500.24,1,500.24,0.0"
"12368.0,,1,917.6999999999999,5,""(0.999, 3.0]"",1,,""(882.47, 2282.955]"",3,9,Loyal,0,917.6999999999999,1,917.6999999999999,0.0"
"12369.0,495.0,3,1791.15,1,""(0.999, 3.0]"",1,""(435.0, 1063.0]"",""(882.47, 2282.955]"",3,5,At Risk,1,597.0500000000001,3,1791.15,0.0"
"12370.0,69.0,7,4320.31,4,""(3.0, 7.0]"",2,""(0.999, 69.75]"",""(2282.955, 597336.11]"",4,10,Champions,0,617.1871428571429,7,4320.31,0.0"
"12371.0,31.0,5,4067.38,4,""(3.0, 7.0]"",2,""(0.999, 69.75]"",""(2282.955, 597336.11]"",4,10,Champions,0,813.476,5,4067.38,0.0"
"12372.0,36.0,3,1298.04,4,""(0.999, 3.0]"",1,""(0.999, 69.75]"",""(882.47, 2282.955]"",3,8,Loyal,0,432.68,3,1298.04,0.0"
"12373.0,343.0,3,1127.65,2,""(0.999, 3.0]"",1,""(219.0, 435.0]"",""(882.47, 2282.955]"",3,6,At Risk,1,375.8833333333334,3,1127.65,0.0"
"12374.0,,4,2989.2200000000003,5,""(3.0, 7.0]"",2,,""(2282.955, 597336.11]"",4,11,Champions,0,747.3050000000001,4,2989.2200000000003,0.0"
"12375.0,305.0,2,457.5,2,""(0.999, 3.0]"",1,""(219.0, 435.0]"",""(344.0, 882.47]"",2,5,At Risk,1,228.75,2,457.5,0.0"
"12376.0,,2,503.15,5,""(0.999, 3.0]"",1,,""(344.0, 882.47]"",2,8,Loyal,0,251.575,2,503.15,0.0"
"12377.0,,4,3426.32,5,""(3.0, 7.0]"",2,,""(2282.955, 597336.11]"",4,11,Champions,0,856.58,4,3426.32,0.0"
"12378.0,306.0,2,5416.32,2,""(0.999, 3.0]"",1,""(219.0, 435.0]"",""(2282.955, 597336.11]"",4,7,Loyal,1,2708.16,2,5416.32,0.0"
"12379.0,,4,1620.22,5,""(3.0, 7.0]"",2,,""(882.47, 2282.955]"",3,10,Champions,0,405.055,4,1620.22,1.95"
"12380.0,158.0,11,9676.300000000001,3,""(7.0, 391.0]"",3,""(69.75, 219.0]"",""(2282.955, 597336.11]"",4,10,Champions,1,879.6636363636364,11,9676.300000000001,1788.3000000000002"
"12381.0,1.0,4,1698.3,4,""(3.0, 7.0]"",2,""(0.999, 69.75]"",""(882.47, 2282.955]"",3,9,Loyal,0,424.575,4,1698.3,41.35"
"12383.0,10.0,5,1850.56,4,""(3.0, 7.0]"",2,""(0.999, 69.75]"",""(882.47, 2282.955]"",3,9,Loyal,0,370.11199999999997,5,1850.56,11.25"
"12384.0,30.0,2,585.27,4,""(0.999, 3.0]"",1,""(0.999, 69.75]"",""(344.0, 882.47]"",2,7,Loyal,0,292.635,2,585.27,19.11"
"12385.0,,1,1938.4,5,""(0.999, 3.0]"",1,,""(882.47, 2282.955]"",3,9,Loyal,0,1938.4,1,1938.4,15.0"
"12386.0,193.0,2,660.8,3,""(0.999, 3.0]"",1,""(69.75, 219.0]"",""(344.0, 882.47]"",2,6,At Risk,1,330.4,2,660.8,0.0"
"12387.0,,1,143.94,5,""(0.999, 3.0]"",1,,""(-0.001, 344.0]"",1,7,Loyal,0,143.94,1,143.94,0.0"
"12388.0,99.0,8,3901.11,3,""(7.0, 391.0]"",3,""(69.75, 219.0]"",""(2282.955, 597336.11]"",4,10,Champions,1,487.63875,8,3901.11,0.0"
"12389.0,668.0,3,1433.33,1,""(0.999, 3.0]"",1,""(435.0, 1063.0]"",""(882.47, 2282.955]"",3,5,At Risk,1,477.77666666666664,3,1433.33,0.0"
"12390.0,,1,549.84,5,""(0.999, 3.0]"",1,,""(344.0, 882.47]"",2,8,Loyal,0,549.84,1,549.84,0.0"
"12391.0,701.0,6,2773.42,1,""(3.0, 7.0]"",2,""(435.0, 1063.0]"",""(2282.955, 597336.11]"",4,7,Loyal,1,462.2366666666667,6,2773.42,25.6"
"12392.0,,1,234.75000000000003,5,""(0.999, 3.0]"",1,,""(-0.001, 344.0]"",1,7,Loyal,0,234.75000000000003,1,234.75000000000003,0.0"
"12393.0,40.0,6,2399.4500000000003,4,""(3.0, 7.0]"",2,""(0.999, 69.75]"",""(2282.955, 597336.11]"",4,10,Champions,0,399.90833333333336,6,2399.4500000000003,22.7"
"12394.0,154.0,2,1272.48,3,""(0.999, 3.0]"",1,""(69.75, 219.0]"",""(882.47, 2282.955]"",3,7,Loyal,1,636.24,2,1272.48,0.0"
"12395.0,6.0,15,5067.27,4,""(7.0, 391.0]"",3,""(0.999, 69.75]"",""(2282.955, 597336.11]"",4,11,Champions,0,337.81800000000004,15,5067.27,20.35"
"12396.0,649.0,1,931.43,1,""(0.999, 3.0]"",1,""(435.0, 1063.0]"",""(882.47, 2282.955]"",3,5,At Risk,1,931.43,1,931.43,0.0"
"12397.0,244.0,2,2409.9,2,""(0.999, 3.0]"",1,""(219.0, 435.0]"",""(2282.955, 597336.11]"",4,7,Loyal,1,1204.95,2,2409.9,0.0"
"12398.0,,1,1635.6599999999999,5,""(0.999, 3.0]"",1,,""(882.47, 2282.955]"",3,9,Loyal,0,1635.6599999999999,1,1635.6599999999999,0.0"
"12399.0,3.0,7,1962.3,4,""(3.0, 7.0]"",2,""(0.999, 69.75]"",""(882.47, 2282.955]"",3,9,Loyal,0,280.3285714285714,7,1962.3,0.0"
"12400.0,,1,205.25,5,""(0.999, 3.0]"",1,,""(-0.001, 344.0]"",1,7,Loyal,0,205.25,1,205.25,0.0"
"12401.0,100.0,1,84.3,3,""(0.999, 3.0]"",1,""(69.75, 219.0]"",""(-0.001, 344.0]"",1,5,At Risk,1,84.3,1,84.3,0.0"
"12402.0,365.0,6,1256.9,2,""(3.0, 7.0]"",2,""(219.0, 435.0]"",""(882.47, 2282.955]"",3,7,Loyal,1,209.48333333333335,6,1256.9,12.75"
"12403.0,552.0,2,1019.36,1,""(0.999, 3.0]"",1,""(435.0, 1063.0]"",""(882.47, 2282.955]"",3,5,At Risk,1,509.68,2,1019.36,18.0"
"12404.0,,1,63.24,5,""(0.999, 3.0]"",1,,""(-0.001, 344.0]"",1,7,Loyal,0,63.24,1,63.24,0.0"
"12405.0,,1,1710.39,5,""(0.999, 3.0]"",1,,""(882.47, 2282.955]"",3,9,Loyal,0,1710.39,1,1710.39,0.0"
"12406.0,96.0,5,6390.36,3,""(3.0, 7.0]"",2,""(69.75, 219.0]"",""(2282.955, 597336.11]"",4,9,Loyal,1,1278.072,5,6390.36,318.15000000000003"
"12407.0,187.0,5,1708.1200000000001,3,""(3.0, 7.0]"",2,""(69.75, 219.0]"",""(882.47, 2282.955]"",3,8,Loyal,1,341.624,5,1708.1200000000001,0.0"
"12408.0,153.0,8,4340.7699999999995,3,""(7.0, 391.0]"",3,""(69.75, 219.0]"",""(2282.955, 597336.11]"",4,10,Champions,1,542.5962499999999,8,4340.7699999999995,61.13"
"12409.0,66.0,7,23419.29,4,""(3.0, 7.0]"",2,""(0.999, 69.75]"",""(2282.955, 597336.11]"",4,10,Champions,0,3345.612857142857,7,23419.29,328.82"
"12410.0,253.0,3,1013.71,2,""(0.999, 3.0]"",1,""(219.0, 435.0]"",""(882.47, 2282.955]"",3,6,At Risk,1,337.90333333333336,3,1013.71,12.25"
"12411.0,,1,346.9,5,""(0.999, 3.0]"",1,,""(344.0, 882.47]"",2,8,Loyal,0,346.9,1,346.9,0.0"
"12412.0,459.0,6,2596.93,1,""(3.0, 7.0]"",2,""(435.0, 1063.0]"",""(2282.955, 597336.11]"",4,7,Loyal,1,432.82166666666666,6,2596.93,15.9"
"12413.0,193.0,4,999.45,3,""(3.0, 7.0]"",2,""(69.75, 219.0]"",""(882.47, 2282.955]"",3,8,Loyal,1,249.8625,4,999.45,63.95"
"12414.0,189.0,6,952.41,3,""(3.0, 7.0]"",2,""(69.75, 219.0]"",""(882.47, 2282.955]"",3,8,Loyal,1,158.73499999999999,6,952.4099999999999,260.0"
"12415.0,71.0,28,144458.37,3,""(7.0, 391.0]"",3,""(69.75, 219.0]"",""(2282.955, 597336.11]"",4,10,Champions,0,5159.2275,28,144458.37,1189.08"
"12416.0,,1,202.56,5,""(0.999, 3.0]"",1,,""(-0.001, 344.0]"",1,7,Loyal,0,202.56,1,202.56,0.0"
"12417.0,219.0,19,6447.18,3,""(7.0, 391.0]"",3,""(69.75, 219.0]"",""(2282.955, 597336.11]"",4,10,Champions,1,339.32526315789477,19,6447.18,108.69999999999999"
"12418.0,371.0,4,2021.2,2,""(3.0, 7.0]"",2,""(219.0, 435.0]"",""(882.47, 2282.955]"",3,7,Loyal,1,505.3,4,2021.2,4.25"
