"CustomerID,Monetary,CumRevenuePct"
"18102.0,597336.11,0.03447840993468323"
"14646.0,516874.5,0.06431255288610203"
"14156.0,313946.37,0.08243362653484854"
"14911.0,289670.66,0.09915349930719816"
"17450.0,246973.09,0.11340885621146336"
"13694.0,193351.65,0.1245691683684622"
"17511.0,168224.23,0.13427911870594714"
"12415.0,144458.37,0.1426172968538514"
"16684.0,141740.79,0.15079861551226276"
"15061.0,133922.66,0.15852866948643687"
"16029.0,122209.14,0.16558261575913935"
"17949.0,116684.08,0.17231765399932106"
"15311.0,115847.2,0.17900438728819795"
"13089.0,112670.58,0.18550776516839765"
"12931.0,92347.34,0.1908380798632477"
"14298.0,91194.49,0.19610185172864586"
"15769.0,88704.32,0.20122189027434387"
"12346.0,77556.46,0.20569847117443857"
"13798.0,74672.43,0.21000858504376238"
"15838.0,74163.0,0.2142892944687893"
"17841.0,69074.93000000001,0.2182763190482167"
"16754.0,67502.47,0.2221725807898075"
"14088.0,64036.8,0.22586880307462018"
"16422.0,63651.47,0.22954278400238495"
"13081.0,59205.15,0.23296012207683084"
"14680.0,57412.77,0.23627400346857474"
"16013.0,56655.4,0.23954416924879762"
"17850.0,56600.08,0.2428111419429076"
"14096.0,56228.81,0.24605668482716317"
"13777.0,56213.18,0.24930132554337925"
"12748.0,55844.23,0.25252467036079995"
"13093.0,54943.65,0.2556960334448227"
"17389.0,51347.9,0.2586598488175199"
"13408.0,50870.62,0.26159611545305195"
"17404.0,47543.12,0.2643403178434513"
"13881.0,44609.98,0.2669152185599307"
"15749.0,44534.3,0.2694857510053142"
"16705.0,43264.53,0.2719829919656362"
"14031.0,40999.17,0.2743494757033124"
"15039.0,40031.43,0.27666010121331475"
"17381.0,40002.37,0.278969049371863"
"15098.0,39916.5,0.28127304108962103"
"12471.0,37725.28,0.2834505549665918"
"17675.0,37530.68,0.2856168364762889"
"17677.0,35988.75,0.28769411734842104"
"12921.0,35921.04,0.28976748998012103"
"16210.0,34890.11,0.29178135703939895"
"13767.0,34654.55,0.2937816275085691"
"12678.0,34281.18,0.2957603469552884"
"13902.0,34095.26,0.2977283350467996"
"15856.0,33164.54,0.2996426017155519"
"16779.0,32311.18,0.3015076122027186"
"14258.0,32051.34,0.3033576246512811"
"17428.0,31404.16,0.30517028168642063"
"12709.0,31093.34,0.3069649981028758"
"12681.0,30868.28,0.30874672399220565"
"14606.0,30505.35,0.31050750145885"
"17940.0,30393.19,0.3122618050184368"
"13078.0,28693.37,0.313917994484812"
"15513.0,27750.55,0.31551976411299154"
"14527.0,27430.96,0.31710308691559574"
"16333.0,26626.8,0.31863999337458887"
"13098.0,26516.68,0.3201705436759038"
"17865.0,26374.39,0.3216928809580032"
"18251.0,26278.86,0.3232097042213685"
"13802.0,26259.11,0.32472538750912416"
"12731.0,25775.71,0.3262131688115763"
"17857.0,25702.64,0.3276967324928739"
"14062.0,25604.2,0.3291746141894109"
"12744.0,25317.06,0.33063592208358955"
"12939.0,25264.8,0.33209421351572443"
"15498.0,25174.64,0.33354730088705054"
"14895.0,25119.54,0.33499720787072623"
"16525.0,24260.920000000002,0.33639755506412217"
"17920.0,24213.170000000002,0.33779514611395534"
"14607.0,24137.63,0.3391883769735324"
"12482.0,23691.4,0.3405558513107637"
"12621.0,23587.61,0.3419173348597148"
"13001.0,23581.09,0.3432784420724139"
"12409.0,23419.29,0.3446302101431559"
"12682.0,23397.28,0.3459807077904463"
"15640.0,22771.1,0.3472950621502784"
"14063.0,22710.2,0.34860590134481273"
"16133.0,22683.04,0.34991517285643253"
"17340.0,22404.82,0.35120838543062766"
"16839.0,22310.49,0.3524961532504296"
"12540.0,22254.49,0.35378068873432544"
"13340.0,22100.56,0.35505633933489944"
"14667.0,21927.14,0.3563219800838158"
"13319.0,21773.4,0.35757874691626435"
"12753.0,21429.39,0.35881565739380133"
"15615.0,21373.97,0.36004936901319706"
"14051.0,21230.100000000002,0.3612747764153283"
"14866.0,20850.22,0.36247825703595965"
"15251.0,20324.54,0.36365139525767853"
"17243.0,20285.56,0.3648222835427256"
"15159.0,20281.94,0.36599296288034455"
"12477.0,20276.37,0.3671633207159814"
"17706.0,19974.14,0.3683162337501737"
"18008.0,19787.13,0.3694583525140483"
"17139.0,19584.46,0.3705887731079572"
"16843.0,19571.43,0.371718441606565"
"12557.0,18716.14,0.3727987425234389"
"15808.0,18409.93,0.37386136891213795"
"17377.0,18319.41,0.37491877046072597"
"12357.0,18287.66,0.3759743393902958"
"13113.0,18286.53,0.3770298430959447"
"14194.0,18186.49,0.3780795724643785"
"12433.0,17942.57,0.3791152227011301"
"12647.0,17924.35,0.38014982127430647"
"12472.0,17880.59,0.3811818940078534"
"17581.0,17773.07,0.3822077606564607"
"15078.0,17761.88,0.38323298141508966"
"12901.0,17654.54,0.38425200647843005"
"14952.0,17629.35,0.38526957756781555"
"16746.0,17616.48,0.3862864057971455"
"16652.0,17550.39,0.38729941929290346"
"18172.0,17479.84,0.38830836062262264"
"16019.0,17465.85,0.3893164944455681"
"15523.0,17359.99,0.39031851799924544"
"13027.0,17335.2,0.3913191106670815"
"17416.0,17298.45,0.39231758211447926"
"13564.0,17249.55,0.39331323103998755"
"14277.0,17225.81,0.39430750968595285"
"15125.0,17024.87,0.3952901900180437"
"16656.0,16833.170000000002,0.39626180537168476"
"15189.0,16771.56,0.3972298645786263"
"12454.0,16679.78,0.3981926262178989"
"16553.0,16644.01,0.39915332320261154"
"14961.0,16410.15,0.4001005217216993"
"17735.0,16351.33,0.40104432513368"
"16180.0,16249.87,0.40198227224564237"
"12980.0,16245.78,0.40291998328164297"
"15358.0,16220.35,0.40385622649082054"
"15044.0,16204.33,0.4047915450210478"
"14733.0,16184.97,0.40572574608657613"
"13199.0,16130.85,0.4066568233303324"
"17107.0,16075.42,0.40758470113874445"
"17716.0,15956.97,0.40850574197951234"
"12971.0,15869.99,0.4094217623099748"
"14849.0,15763.45,0.4103316331213759"
"18092.0,15617.6,0.4112330854293502"
"15768.0,15601.09,0.4121335847754351"
"13488.0,15587.88,0.4130333216365678"
"12949.0,15526.7,0.41392952717072323"
"16191.0,15443.36,0.414820922296407"
"14769.0,15429.91,0.41571154108427044"
"15601.0,14960.12,0.4165750434598962"
"14543.0,14906.77,0.4174354664583686"
"13225.0,14896.87,0.41829531802602904"
"18087.0,14761.519999999999,0.419147357153245"
"16126.0,14646.800000000001,0.41999277460947637"
"17133.0,14622.33,0.4208367796503573"
"15482.0,14592.56,0.4216790663583825"
"16713.0,14560.69,0.4225195135209554"
"17448.0,14556.97,0.42335974596407167"
"14299.0,14499.49,0.42419666064526157"
"15093.0,14326.11,0.4250235677836051"
"12476.0,14115.41,0.4258383132581021"
"15005.0,14106.2,0.4266525271287831"
"13090.0,14103.09,0.4274665614893807"
"12714.0,14093.71,0.4282800544337141"
"13178.0,14059.19,0.42909155487384254"
"17589.0,14049.87,0.4299025173609238"
"15502.0,13993.47,0.43071022442398527"
"12435.0,13925.93,0.4315140330590629"
"15760.0,13916.34,0.43231728815661663"
"15291.0,13846.56,0.43311651553275027"
"15032.0,13780.65,0.43391193856496313"
"12583.0,13752.67,0.43470574658362854"
"15382.0,13733.550000000001,0.4354984509904632"
"12567.0,13709.86,0.436289788003769"
"12989.0,13490.550000000001,0.4370684663815827"
"17017.0,13480.01,0.4378465363876026"
"18223.0,13422.130000000001,0.4386212655435825"
"13097.0,13389.22,0.4393940951250147"
"16923.0,13378.36,0.44016629786416234"
"15738.0,13372.970000000001,0.44093818949097896"
"13629.0,13370.86,0.4417099593279963"
"13969.0,13365.87,0.4424814411407963"
"16558.0,13274.54,0.4432476513600552"
"13468.0,13265.97,0.44401336691647986"
"14049.0,13239.03,0.4447775274884526"
"13316.0,13191.57,0.44553894865574495"
"16549.0,13182.19,0.44629982840677307"
"13952.0,12823.52,0.4470400056235256"
"17858.0,12797.65,0.44777868961653017"
"16873.0,12762.56,0.44851534820476785"
"13668.0,12756.92,0.44925168125060355"
"18225.0,12723.98,0.4499861129902831"
